"qseqid"	"strata"	"MIND"	"BIND"	"DirInf"	"Maker"	"Braker"	"Araport11"
"AT1G13485.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G13609.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G13760.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G13805.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G14642.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G15085.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G15885.1"	"Arabidopsis thaliana"	1	1	1	0	1	1
"AT1G16515.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G16860.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G18193.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G18220.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G18871.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G18975.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G19394.1"	"Arabidopsis thaliana"	0	1	0	1	1	1
"AT1G19396.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G19396.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G19396.3"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G19850.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G19850.uORF2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G19850.uORF3"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G19850.uORF4"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G20875.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G20923.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G21738.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G23650.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G23985.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G24390.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G24475.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G24660.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G24851.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G24880.2"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G24880.3"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G25025.1"	"Arabidopsis thaliana"	0	1	0	1	1	1
"AT1G25112.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G25180.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G25277.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G25277.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G26225.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G26255.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G26350.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G26773.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G26921.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G26976.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G27555.1"	"Arabidopsis thaliana"	0	0	0	1	1	1
"AT1G27565.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G27610.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G27640.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G28005.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G28135.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G28265.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G28765.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G28765.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G29418.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G29435.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G29465.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G29535.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G29535.2"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G29535.3"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G29535.4"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G29775.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G29950.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30270.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30330.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30330.uORF2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30330.uORF3"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30330.uORF4"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30330.uORF5"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30757.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G30757.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G31243.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G31270.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G31520.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT1G31835.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G31835.2"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G32225.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G32337.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G32570.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G32570.2"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G32575.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G32650.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G32975.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G33102.1"	"Arabidopsis thaliana"	0	0	0	0	1	1
"AT1G33355.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G33640.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G33860.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G33860.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G34042.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G34049.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G34095.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G34315.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G34317.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G34400.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G34403.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G35030.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G35181.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G35183.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G35215.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G35242.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G35255.1"	"Arabidopsis thaliana"	0	0	1	1	1	1
"AT1G35320.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G35320.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G35320.3"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G35375.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G35516.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G35516.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G36078.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G36085.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G36272.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G36325.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G36623.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G36745.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G36756.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G36942.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT1G38790.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G39060.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G40086.1"	"Arabidopsis thaliana"	1	0	0	0	0	1
"AT1G40090.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G40104.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G43415.1"	"Arabidopsis thaliana"	0	1	0	1	1	1
"AT1G43605.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G43605.2"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G43815.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G43815.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G43825.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G43970.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G44085.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G44740.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G44940.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G44940.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G44990.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G45015.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G45163.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G45165.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G45229.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G46336.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G47657.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G47660.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G47680.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G47690.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G47700.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G48355.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G48600.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G48725.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT1G48730.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G48953.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G49205.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G49680.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G50290.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G51402.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G51823.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G52710.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G52905.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G53366.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G53541.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G53655.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G53887.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G53887.2"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G54420.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G54700.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G54773.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G54953.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G55220.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G55755.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G55917.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G55945.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G56045.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G56105.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"AT1G56225.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G56530.1"	"Arabidopsis thaliana"	1	1	1	0	1	1
"AT1G57613.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT1G58150.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G58223.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G58235.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G58235.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G59865.2"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G59885.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT1G61165.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G61562.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G61565.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G61575.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G61575.2"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G61920.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G62421.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT1G62895.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G62915.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"AT1G62978.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G63615.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G64140.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G64561.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G64630.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G64633.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G64795.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G65483.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G65483.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G65541.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G66240.3"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G67148.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G67855.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G68526.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"AT1G68723.1"	"Arabidopsis thaliana"	1	0	1	1	0	1
"AT1G68862.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G68862.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G68862.3"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G68862.4"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G68935.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G68945.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G70175.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G70209.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G70475.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G70944.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G71235.1"	"Arabidopsis thaliana"	1	1	1	0	1	1
"AT1G72141.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G72545.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G72755.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G73065.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G73600.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G74035.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G74385.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"AT1G74675.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G74675.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G74929.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G75945.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G76465.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G76728.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G76910.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G76994.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G77655.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G77880.2"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G77910.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"AT1G78030.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G78476.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G78880.uORF1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G79103.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G79170.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G79790.3"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G80525.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G80865.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT1G80865.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G01023.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G01035.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G01045.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G01175.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G01667.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G02026.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G02455.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G02493.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G02497.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G02525.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G02635.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT2G02695.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G02795.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G02835.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G03180.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G03565.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT2G03567.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G03570.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G03821.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G03822.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G03823.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"AT2G04380.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G04621.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT2G04675.1"	"Arabidopsis thaliana"	1	0	1	1	0	1
"AT2G04870.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G05185.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G05185.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G05270.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G05294.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G05632.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G05655.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G05655.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G05752.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G05753.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT2G05786.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G05915.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G06095.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G06645.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G06675.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G06906.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G06908.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07000.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT2G07613.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G07617.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT2G07623.1"	"Arabidopsis thaliana"	1	0	0	1	1	1
"AT2G07625.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07626.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G07631.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07632.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07634.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07636.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G07637.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G07642.1"	"Arabidopsis thaliana"	0	0	0	1	1	1
"AT2G07644.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT2G07646.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT2G07648.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G07654.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT2G07661.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07662.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07665.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G07669.1"	"Arabidopsis thaliana"	0	1	0	1	1	1
"AT2G07672.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G07684.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07692.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07701.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07702.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07705.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G07724.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07738.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07775.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT2G07806.3"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07810.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G07827.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07827.2"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07830.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G07835.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G07981.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G08986.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G09838.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G10020.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G10025.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G10455.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT2G10545.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G10556.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT2G10557.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT2G10602.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G10608.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G10608.2"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G10920.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G10931.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G11005.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G11025.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G11215.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G11225.1"	"Arabidopsis thaliana"	1	1	1	1	1	1
"AT2G11271.1"	"Arabidopsis thaliana"	0	0	0	1	0	1
"AT2G11405.1"	"Arabidopsis thaliana"	1	1	1	0	1	1
"AT2G11462.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
"AT2G11522.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT2G11626.1"	"Arabidopsis thaliana"	1	1	0	1	1	1
"AT2G11773.1"	"Arabidopsis thaliana"	0	0	0	0	1	1
"AT2G11778.1"	"Arabidopsis thaliana"	0	1	0	0	1	1
