ID	len	gc	PS	Presence
g10133	1017	0.46411	Eukaryota	no-match
g10134	270	0.466667	Brassicaceae	no-match
g10135	327	0.53211	Arabidopsis_thaliana	no-match
g10136	1299	0.504234	Eukaryota	no-match
g10137	1488	0.480511	Eukaryota	no-match
g10138	1335	0.482397	Eukaryota	no-match
g10139	645	0.426357	Arabidopsis	match
g1014	672	0.434524	cellular_organisms	match
g10140	885	0.40452	Viridiplantae	match
g10141	324	0.398148	Arabidopsis_thaliana	match
g10142	594	0.368687	Magnoliophyta	no-match
g10143	1101	0.447775	Magnoliophyta	no-match
g10144	1686	0.516607	Eukaryota	no-match
g10145	1398	0.485694	Eukaryota	no-match
g10146	306	0.45098	Arabidopsis_thaliana	no-match
g10147	4146	0.439219	Viridiplantae	no-match
g10148	546	0.472527	Arabidopsis_thaliana	no-match
g10149	507	0.449704	Brassicaceae	no-match
g1015	1326	0.42006	Embryophyta	match
g10150	327	0.409786	Magnoliophyta	no-match
g10151	372	0.416667	Brassicaceae	no-match
g10152	1212	0.464521	Pentapetalae	no-match
g10153	1299	0.421093	cellular_organisms	no-match
g10154	1707	0.39836	Eukaryota	no-match
g10155	750	0.424	Embryophyta	no-match
g10156	480	0.46875	Arabidopsis_thaliana	no-match
g10157	1479	0.555105	Arabidopsis_thaliana	no-match
g10158	318	0.566038	Arabidopsis_thaliana	no-match
g10159	1410	0.550355	Brassicaceae	no-match
g1016	2079	0.473785	cellular_organisms	match
g10160	201	0.467662	Arabidopsis_thaliana	no-match
g10161	531	0.517891	Mesangiospermae	no-match
g10162	318	0.474843	Streptophytina	no-match
g10163	747	0.448461	Eukaryota	no-match
g10164	1581	0.488931	Magnoliophyta	no-match
g10165	846	0.530733	Arabidopsis_thaliana	no-match
g10166	567	0.458554	Eukaryota	no-match
g10167	273	0.490842	Mesangiospermae	no-match
g10168	615	0.523577	cellular_organisms	no-match
g10169	363	0.46832	Mesangiospermae	no-match
g1017	606	0.465347	cellular_organisms	match
g10170	312	0.439103	Eukaryota	no-match
g10171	1077	0.485608	Eukaryota	no-match
g10172	603	0.519071	Arabidopsis_thaliana	no-match
g10173	963	0.391485	Eukaryota	no-match
g10174	432	0.428241	Magnoliophyta	no-match
g10175	1482	0.430499	cellular_organisms	match
g10176	258	0.581395	Arabidopsis_thaliana	no-match
g10177	483	0.42236	Embryophyta	no-match
g10178	1461	0.42026	Eukaryota	no-match
g10179	390	0.507692	Eukaryota	no-match
g1018	1560	0.454487	cellular_organisms	match
g10180	441	0.424036	Mesangiospermae	no-match
g10181	1503	0.428476	Magnoliophyta	match
g10182	786	0.403308	Viridiplantae	no-match
g10183	342	0.438596	Arabidopsis_thaliana	match
g10184	549	0.371585	Mesangiospermae	no-match
g10185	936	0.386752	Mesangiospermae	no-match
g10186	726	0.380165	Magnoliophyta	no-match
g10187	366	0.439891	Magnoliophyta	no-match
g10188	429	0.475524	Arabidopsis	no-match
g10189	315	0.387302	Arabidopsis_thaliana	no-match
g1019	1020	0.414706	Eukaryota	match
g10190	711	0.405063	Viridiplantae	match
g10191	1314	0.466514	Mesangiospermae	no-match
g10192	333	0.423423	Arabidopsis_thaliana	no-match
g10193	321	0.41433	Arabidopsis_thaliana	no-match
g10194	426	0.401408	Magnoliophyta	no-match
g10195	678	0.396755	Eukaryota	no-match
g10196	669	0.409567	Eukaryota	no-match
g10197	939	0.452609	Streptophytina	no-match
g10198	786	0.428753	Magnoliophyta	no-match
g10199	1215	0.451029	malvids	no-match
g102	738	0.5	Mesangiospermae	match
g1020	306	0.45098	Eukaryota	match
g10200	240	0.5125	Arabidopsis_thaliana	no-match
g10201	459	0.427015	Streptophytina	no-match
g10202	294	0.42517	Streptophyta	no-match
g10203	606	0.457096	Mesangiospermae	no-match
g10204	858	0.505828	Arabidopsis_thaliana	no-match
g10205	399	0.463659	Mesangiospermae	no-match
g10206	435	0.526437	Arabidopsis_thaliana	no-match
g10207	273	0.56044	Arabidopsis_thaliana	no-match
g10208	768	0.484375	Eukaryota	no-match
g10209	1734	0.499423	Eukaryota	no-match
g1021	2256	0.43883	cellular_organisms	match
g10210	600	0.538333	Arabidopsis_thaliana	no-match
g10211	771	0.433204	Magnoliophyta	no-match
g10212	825	0.419394	cellular_organisms	no-match
g10213	1392	0.426724	Magnoliophyta	no-match
g10214	747	0.398929	Brassicaceae	no-match
g10215	624	0.391026	Mesangiospermae	no-match
g10216	768	0.427083	Embryophyta	no-match
g10217	1125	0.459556	Arabidopsis_thaliana	no-match
g10218	498	0.461847	Arabidopsis_thaliana	no-match
g10219	237	0.50211	Arabidopsis	no-match
g1022	3684	0.465798	cellular_organisms	match
g10220	237	0.451477	Arabidopsis_thaliana	match
g10221	1086	0.456722	cellular_organisms	match
g10222	342	0.400585	Magnoliophyta	match
g10223	585	0.434188	Mesangiospermae	no-match
g10224	486	0.419753	Eukaryota	no-match
g10225	1215	0.465844	Pentapetalae	no-match
g10226	390	0.507692	Arabidopsis_thaliana	no-match
g10227	936	0.496795	cellular_organisms	no-match
g10228	693	0.458874	Eukaryota	no-match
g10229	918	0.479303	Magnoliophyta	no-match
g1023	333	0.522523	Magnoliophyta	match
g10230	246	0.53252	Arabidopsis_thaliana	no-match
g10231	297	0.518519	Arabidopsis_thaliana	no-match
g10232	273	0.498168	Arabidopsis_thaliana	no-match
g10233	1206	0.436982	Embryophyta	match
g10234	1293	0.478732	cellular_organisms	match
g10235	5175	0.420097	cellular_organisms	match
g10236	522	0.478927	Brassicaceae	no-match
g10237	8667	0.442945	cellular_organisms	no-match
g10238	2049	0.449	Eukaryota	no-match
g10239	1860	0.486022	rosids	no-match
g1024	1236	0.458738	cellular_organisms	match
g10240	324	0.475309	Arabidopsis_thaliana	no-match
g10241	420	0.492857	Arabidopsis	no-match
g10242	1143	0.526684	Arabidopsis	no-match
g10243	1005	0.511443	Arabidopsis	no-match
g10244	1530	0.441176	cellular_organisms	no-match
g10245	345	0.481159	Arabidopsis_thaliana	match
g10246	498	0.471888	Arabidopsis_thaliana	match
g10247	2172	0.459024	cellular_organisms	match
g10248	1185	0.434599	Mesangiospermae	match
g10249	3576	0.378356	Eukaryota	no-match
g1025	249	0.453815	Brassicaceae	no-match
g10250	876	0.401826	Mesangiospermae	no-match
g10251	291	0.391753	Brassicaceae	no-match
g10252	735	0.442177	Mesangiospermae	no-match
g10253	1098	0.388889	Magnoliophyta	no-match
g10254	1194	0.384422	Magnoliophyta	no-match
g10255	768	0.361979	Mesangiospermae	no-match
g10256	600	0.398333	Brassicaceae	no-match
g10257	1164	0.408076	Mesangiospermae	match
g10258	930	0.425806	Mesangiospermae	match
g10259	441	0.405896	Pentapetalae	no-match
g1026	1050	0.44381	Magnoliophyta	match
g10260	315	0.374603	Eukaryota	no-match
g10261	834	0.394484	Mesangiospermae	no-match
g10262	2547	0.436199	Eukaryota	match
g10263	621	0.460548	Arabidopsis_thaliana	match
g10264	1872	0.447115	cellular_organisms	match
g10265	648	0.408951	cellular_organisms	match
g10266	336	0.53869	Arabidopsis_thaliana	no-match
g10267	714	0.415966	Camelineae	no-match
g10268	303	0.465347	Arabidopsis_thaliana	no-match
g10269	210	0.504762	Arabidopsis_thaliana	no-match
g1027	1290	0.427907	Eukaryota	match
g10270	2094	0.407354	Eukaryota	match
g10271	1950	0.443077	cellular_organisms	match
g10272	2466	0.438767	cellular_organisms	match
g10273	894	0.39038	Mesangiospermae	match
g10274	1155	0.417316	Mesangiospermae	match
g10275	1491	0.421865	Eukaryota	match
g10276	318	0.402516	Arabidopsis_thaliana	no-match
g10277	765	0.478431	Viridiplantae	no-match
g10278	4992	0.434896	Eukaryota	match
g10279	1629	0.444444	Streptophytina	match
g1028	1287	0.438228	Eukaryota	match
g10280	324	0.404321	Eukaryota	no-match
g10281	1581	0.411765	Eukaryota	no-match
g10282	789	0.413181	Eukaryota	no-match
g10283	285	0.435088	Arabidopsis_thaliana	no-match
g10284	447	0.49217	Brassicaceae	no-match
g10285	792	0.45202	Arabidopsis_thaliana	no-match
g10286	429	0.475524	Arabidopsis	no-match
g10287	405	0.451852	Brassicaceae	no-match
g10288	735	0.406803	Eukaryota	match
g10289	1848	0.442641	cellular_organisms	match
g1029	1422	0.447961	cellular_organisms	match
g10290	1806	0.441307	cellular_organisms	match
g10291	1359	0.414275	cellular_organisms	match
g10292	510	0.482353	Embryophyta	match
g10293	804	0.477612	Eukaryota	no-match
g10294	819	0.495726	Eukaryota	no-match
g10295	1266	0.50316	Eukaryota	no-match
g10296	360	0.516667	Arabidopsis_thaliana	no-match
g10297	1305	0.449808	cellular_organisms	match
g10298	720	0.438889	Eukaryota	no-match
g10299	1203	0.41729	Eukaryota	no-match
g103	1305	0.532567	cellular_organisms	match
g1030	1404	0.43661	cellular_organisms	match
g10300	483	0.399586	Eukaryota	no-match
g10301	1458	0.425926	Viridiplantae	no-match
g10302	372	0.553763	Arabidopsis_thaliana	match
g10303	723	0.474412	Eukaryota	no-match
g10304	2853	0.526814	Eukaryota	no-match
g10305	693	0.414141	Pentapetalae	no-match
g10306	372	0.451613	Arabidopsis_thaliana	no-match
g10307	1293	0.481052	Pentapetalae	no-match
g10308	624	0.402244	Pentapetalae	no-match
g10309	1749	0.378502	Magnoliophyta	no-match
g1031	4200	0.439286	cellular_organisms	match
g10310	702	0.39886	Arabidopsis_thaliana	no-match
g10311	702	0.393162	Mesangiospermae	match
g10312	1986	0.415911	Magnoliophyta	match
g10313	2031	0.415559	Magnoliophyta	no-match
g10314	1107	0.422764	Magnoliophyta	no-match
g10315	4074	0.39838	cellular_organisms	no-match
g10316	4506	0.439636	cellular_organisms	no-match
g10317	510	0.403922	Arabidopsis	no-match
g10318	1074	0.459032	Eukaryota	match
g10319	774	0.408269	Eukaryota	no-match
g1032	504	0.507937	Magnoliophyta	match
g10320	1134	0.467372	Eukaryota	match
g10321	426	0.399061	Brassicaceae	no-match
g10322	516	0.412791	Magnoliophyta	match
g10323	363	0.385675	Mesangiospermae	match
g10324	318	0.443396	Pentapetalae	no-match
g10325	1038	0.463391	Eukaryota	no-match
g10326	300	0.466667	Eukaryota	no-match
g10327	846	0.433806	Eukaryota	no-match
g10328	357	0.456583	Streptophytina	no-match
g10329	420	0.480952	Pentapetalae	no-match
g1033	1257	0.445505	Streptophyta	match
g10330	324	0.478395	Arabidopsis_thaliana	no-match
g10331	384	0.486979	Arabidopsis_thaliana	no-match
g10332	438	0.52968	Arabidopsis_thaliana	no-match
g10333	1086	0.484346	Brassicaceae	match
g10334	945	0.442328	Pentapetalae	no-match
g10335	714	0.432773	Arabidopsis	no-match
g10336	1215	0.430453	rosids	no-match
g10337	468	0.433761	Arabidopsis	no-match
g10338	2688	0.453497	Eukaryota	no-match
g10339	318	0.41195	Mesangiospermae	no-match
g1034	1011	0.436202	Tracheophyta	match
g10340	2469	0.428514	Eukaryota	no-match
g10341	303	0.412541	Arabidopsis_thaliana	no-match
g10342	369	0.420054	Eukaryota	match
g10343	1956	0.43047	cellular_organisms	match
g10344	1119	0.4084	Eukaryota	match
g10345	282	0.492908	Mesangiospermae	match
g10346	3648	0.402961	cellular_organisms	match
g10347	915	0.37377	Mesangiospermae	no-match
g10348	684	0.422515	Magnoliophyta	match
g10349	1557	0.449583	cellular_organisms	match
g1035	711	0.427567	Viridiplantae	match
g10350	756	0.42328	Eukaryota	match
g10351	2343	0.444302	Eukaryota	match
g10352	2442	0.386159	Pentapetalae	no-match
g10353	1332	0.387387	Magnoliophyta	no-match
g10354	1113	0.380952	Eukaryota	no-match
g10355	1989	0.38914	Eukaryota	no-match
g10356	258	0.364341	Viridiplantae	match
g10357	1824	0.439693	cellular_organisms	match
g10358	213	0.56338	Arabidopsis_thaliana	no-match
g10359	681	0.461087	Magnoliophyta	no-match
g1036	1035	0.463768	cellular_organisms	match
g10360	585	0.471795	Brassicaceae	no-match
g10361	810	0.42716	Magnoliophyta	no-match
g10362	1029	0.512148	Arabidopsis_thaliana	no-match
g10363	1410	0.5	Brassicaceae	no-match
g10364	300	0.433333	Arabidopsis_thaliana	no-match
g10365	558	0.455197	Magnoliophyta	no-match
g10366	720	0.384722	Eukaryota	no-match
g10367	987	0.401216	cellular_organisms	no-match
g10368	261	0.45977	Camelineae	no-match
g10369	294	0.554422	Arabidopsis	no-match
g1037	2058	0.43829	Eukaryota	match
g10370	705	0.394326	Eukaryota	match
g10371	3399	0.441012	Eukaryota	no-match
g10372	387	0.509044	Arabidopsis_thaliana	no-match
g10373	939	0.486688	Mesangiospermae	no-match
g10374	471	0.509554	Mesangiospermae	no-match
g10375	300	0.46	Brassicaceae	match
g10376	1611	0.450031	cellular_organisms	match
g10377	1143	0.442695	cellular_organisms	match
g10378	561	0.461676	malvids	match
g10379	312	0.378205	Eukaryota	no-match
g1038	1014	0.447732	Eukaryota	match
g10380	741	0.453441	Brassicaceae	match
g10381	1062	0.426554	Magnoliophyta	match
g10382	1788	0.387584	cellular_organisms	no-match
g10383	642	0.369159	Eukaryota	no-match
g10384	618	0.378641	Eukaryota	no-match
g10385	1008	0.400794	Viridiplantae	no-match
g10386	651	0.374808	Brassicaceae	no-match
g10387	1269	0.409771	Eukaryota	no-match
g10388	954	0.454927	Brassicaceae	no-match
g10389	261	0.444444	Brassicaceae	no-match
g1039	1992	0.481426	cellular_organisms	match
g10390	663	0.493213	Arabidopsis	no-match
g10391	1326	0.422323	Mesangiospermae	no-match
g10392	603	0.457711	Brassicaceae	no-match
g10393	237	0.434599	Mesangiospermae	no-match
g10394	231	0.363636	Brassicaceae	match
g10395	846	0.490544	Arabidopsis_thaliana	no-match
g10396	309	0.414239	Arabidopsis_thaliana	no-match
g10397	2415	0.438095	Eukaryota	no-match
g10398	210	0.414286	Arabidopsis_thaliana	no-match
g10399	510	0.443137	Mesangiospermae	no-match
g104	2022	0.446588	Eukaryota	match
g1040	2502	0.419265	cellular_organisms	match
g10400	363	0.429752	Mesangiospermae	match
g10401	1002	0.458084	Eukaryota	no-match
g10402	1146	0.471204	Magnoliophyta	no-match
g10403	510	0.492157	Mesangiospermae	no-match
g10404	477	0.540881	Arabidopsis_thaliana	no-match
g10405	384	0.463542	Arabidopsis_thaliana	no-match
g10406	594	0.430976	Arabidopsis_thaliana	match
g10407	645	0.516279	Arabidopsis_thaliana	no-match
g10408	1227	0.441728	Mesangiospermae	no-match
g10409	2289	0.434251	cellular_organisms	no-match
g1041	924	0.383117	Mesangiospermae	match
g10410	909	0.443344	Eukaryota	no-match
g10411	309	0.508091	Arabidopsis_thaliana	match
g10412	453	0.551876	Arabidopsis	no-match
g10413	1416	0.528249	Arabidopsis	no-match
g10414	252	0.484127	Arabidopsis_thaliana	no-match
g10415	549	0.51184	Pentapetalae	no-match
g10416	279	0.501792	Arabidopsis_thaliana	no-match
g10417	600	0.426667	Magnoliophyta	no-match
g10418	807	0.402726	Streptophytina	no-match
g10419	669	0.440957	Mesangiospermae	no-match
g1042	1161	0.491817	Viridiplantae	match
g10420	1272	0.430031	Magnoliophyta	no-match
g10421	2226	0.427673	Eukaryota	no-match
g10422	2682	0.394482	cellular_organisms	match
g10423	1644	0.417275	Viridiplantae	no-match
g10424	783	0.407407	Brassicaceae	no-match
g10425	3177	0.381807	Eukaryota	match
g10426	1548	0.374677	cellular_organisms	no-match
g10427	312	0.448718	Arabidopsis_thaliana	no-match
g10428	450	0.44	Eukaryota	no-match
g10429	1044	0.386015	Mesangiospermae	match
g1043	843	0.451957	cellular_organisms	match
g10430	2631	0.396427	cellular_organisms	match
g10431	1272	0.411164	cellular_organisms	match
g10432	1239	0.464891	Streptophyta	match
g10433	846	0.433806	Eukaryota	no-match
g10434	1122	0.435829	cellular_organisms	match
g10435	750	0.456	cellular_organisms	no-match
g10436	624	0.451923	Viridiplantae	match
g10437	279	0.397849	Brassicaceae	no-match
g10438	1263	0.395883	Eukaryota	no-match
g10439	486	0.493827	cellular_organisms	match
g1044	1071	0.42577	Mesangiospermae	no-match
g10440	972	0.465021	Brassicaceae	no-match
g10441	594	0.461279	Magnoliophyta	no-match
g10442	429	0.473193	Streptophytina	no-match
g10443	402	0.467662	Magnoliophyta	no-match
g10444	510	0.460784	Brassicaceae	no-match
g10445	486	0.489712	cellular_organisms	match
g10446	717	0.426778	cellular_organisms	match
g10447	432	0.456019	Arabidopsis_thaliana	no-match
g10448	1659	0.494274	Viridiplantae	no-match
g10449	477	0.438155	Eukaryota	no-match
g1045	2265	0.421634	cellular_organisms	match
g10450	1011	0.475767	Eukaryota	no-match
g10451	1173	0.490196	Eukaryota	no-match
g10452	2562	0.531616	Eukaryota	no-match
g10453	477	0.419287	cellular_organisms	match
g10454	1962	0.464322	cellular_organisms	match
g10455	1890	0.418519	Viridiplantae	match
g10456	1713	0.418564	cellular_organisms	match
g10457	435	0.471264	Arabidopsis	match
g10458	1089	0.41506	Mesangiospermae	match
g10459	1887	0.441971	cellular_organisms	match
g1046	1200	0.42	Eukaryota	match
g10460	1887	0.448331	cellular_organisms	match
g10461	831	0.433213	cellular_organisms	match
g10462	597	0.40536	Brassicaceae	match
g10463	987	0.47923	Streptophyta	match
g10464	3492	0.449599	Pentapetalae	no-match
g10465	609	0.44335	Brassicaceae	no-match
g10466	1200	0.495	Brassicaceae	no-match
g10467	708	0.456215	Pentapetalae	no-match
g10468	1248	0.43109	Eukaryota	no-match
g10469	378	0.449735	Streptophytina	no-match
g1047	684	0.404971	Embryophyta	no-match
g10470	969	0.449948	Camelineae	no-match
g10471	276	0.452899	Arabidopsis_thaliana	match
g10472	390	0.423077	Brassicaceae	no-match
g10473	1683	0.392157	Arabidopsis_thaliana	match
g10474	1905	0.433071	Eukaryota	match
g10475	441	0.473923	Eukaryota	match
g10476	1155	0.415584	Eukaryota	match
g10477	1032	0.457364	Eukaryota	match
g10478	279	0.419355	cellular_organisms	no-match
g10479	300	0.403333	Magnoliophyta	match
g1048	2268	0.412698	cellular_organisms	match
g10480	876	0.452055	Streptophyta	match
g10481	759	0.445323	Eukaryota	match
g10482	306	0.473856	cellular_organisms	match
g10483	426	0.488263	cellular_organisms	match
g10484	576	0.557292	rosids	match
g10485	327	0.452599	Tracheophyta	match
g10486	1161	0.417743	cellular_organisms	match
g10487	1038	0.421002	cellular_organisms	match
g10488	801	0.470662	Eukaryota	no-match
g10489	777	0.419562	Eukaryota	no-match
g1049	351	0.415954	Magnoliophyta	no-match
g10490	2820	0.425887	Eukaryota	no-match
g10491	996	0.438755	malvids	no-match
g10492	339	0.454277	Brassicaceae	no-match
g10493	753	0.419655	Magnoliophyta	no-match
g10494	1785	0.429692	Eukaryota	no-match
g10495	855	0.463158	Mesangiospermae	match
g10496	1131	0.387268	Eukaryota	no-match
g10497	1107	0.371274	Magnoliophyta	no-match
g10498	1773	0.509306	cellular_organisms	match
g10499	675	0.431111	Mesangiospermae	no-match
g105	1929	0.502333	cellular_organisms	match
g1050	3549	0.426317	cellular_organisms	match
g10500	4299	0.41405	Viridiplantae	no-match
g10501	312	0.445513	Magnoliophyta	no-match
g10502	1392	0.453305	Mesangiospermae	no-match
g10503	2709	0.396456	cellular_organisms	no-match
g10504	879	0.410694	cellular_organisms	no-match
g10505	282	0.542553	Magnoliophyta	match
g10506	408	0.431373	Mesangiospermae	match
g10507	1581	0.469956	Embryophyta	match
g10508	303	0.511551	Streptophyta	match
g10509	1197	0.408521	Viridiplantae	no-match
g1051	1092	0.452381	cellular_organisms	match
g10510	1152	0.401042	cellular_organisms	no-match
g10511	285	0.536842	Arabidopsis_thaliana	no-match
g10512	300	0.506667	Arabidopsis_thaliana	no-match
g10513	1266	0.398894	cellular_organisms	match
g10514	339	0.451327	Mesangiospermae	no-match
g10515	369	0.509485	Embryophyta	match
g10516	303	0.389439	Brassicaceae	no-match
g10517	600	0.425	Mesangiospermae	no-match
g10518	597	0.423786	rosids	no-match
g10519	375	0.389333	Magnoliophyta	no-match
g1052	1770	0.444633	Eukaryota	match
g10520	1812	0.392936	Streptophyta	no-match
g10521	2952	0.393631	cellular_organisms	match
g10522	1446	0.432918	cellular_organisms	match
g10523	396	0.555556	Arabidopsis_thaliana	no-match
g10524	618	0.488673	Mesangiospermae	no-match
g10525	324	0.462963	Magnoliophyta	no-match
g10526	2847	0.471022	cellular_organisms	no-match
g10527	2064	0.5	Brassicaceae	match
g10528	495	0.478788	Tracheophyta	no-match
g10529	642	0.495327	cellular_organisms	match
g1053	447	0.53915	cellular_organisms	match
g10530	2727	0.390172	Tracheophyta	no-match
g10531	2331	0.380523	Eukaryota	no-match
