qseqid	name
mikado.4G8508.1	cellular_organisms
mikado.1G11364.1	cellular_organisms
mikado.3G5071.1	cellular_organisms
mikado.3G5160.1	cellular_organisms
mikado.5G2468.1	cellular_organisms
mikado.1G12350.1	cellular_organisms
mikado.3G3362.1	cellular_organisms
mikado.2G5064.2	cellular_organisms
mikado.1G17534.1	cellular_organisms
mikado.4G3830.2	cellular_organisms
mikado.3G5524.1	cellular_organisms
mikado.5G7976.1	cellular_organisms
mikado.1G5779.1	cellular_organisms
mikado.4G7828.1	cellular_organisms
mikado.5G3227.2	cellular_organisms
mikado.1G17744.1	cellular_organisms
mikado.5G11416.1	cellular_organisms
mikado.1G1549.1	cellular_organisms
mikado.2G8842.1	cellular_organisms
mikado.5G2606.1	cellular_organisms
mikado.4G8672.1	cellular_organisms
mikado.1G20.1	cellular_organisms
mikado.3G1162.1	cellular_organisms
mikado.3G499.1	cellular_organisms
mikado.3G9574.1	cellular_organisms
mikado.2G10131.4	cellular_organisms
mikado.5G13123.1	cellular_organisms
mikado.1G13212.1	cellular_organisms
mikado.1G3625.1	cellular_organisms
mikado.1G12053.3	cellular_organisms
mikado.1G9628.2	cellular_organisms
mikado.3G12658.1	cellular_organisms
mikado.3G5091.1	cellular_organisms
mikado.2G5001.1	cellular_organisms
mikado.5G4278.1	cellular_organisms
mikado.3G11096.1	cellular_organisms
mikado.1G15673.1	cellular_organisms
mikado.3G3973.2	cellular_organisms
mikado.3G8616.1	cellular_organisms
mikado.chloroplastG12.1	cellular_organisms
mikado.4G9950.1	cellular_organisms
mikado.1G6709.1	cellular_organisms
mikado.3G5041.1	cellular_organisms
mikado.5G13574.1	cellular_organisms
mikado.2G6914.1	cellular_organisms
mikado.2G3521.1	cellular_organisms
mikado.1G4754.1	cellular_organisms
mikado.3G3073.2	cellular_organisms
mikado.1G3062.1	cellular_organisms
mikado.2G8835.1	cellular_organisms
mikado.2G7053.2	cellular_organisms
mikado.2G9452.2	cellular_organisms
mikado.1G5073.1	cellular_organisms
mikado.4G5108.3	cellular_organisms
mikado.1G5534.1	cellular_organisms
mikado.2G10097.2	cellular_organisms
mikado.2G1258.1	cellular_organisms
mikado.2G11290.1	cellular_organisms
mikado.2G8669.1	cellular_organisms
mikado.1G334.1	cellular_organisms
mikado.1G1367.3	cellular_organisms
mikado.5G754.1	cellular_organisms
mikado.4G3217.1	cellular_organisms
mikado.1G3748.1	cellular_organisms
mikado.5G10351.1	cellular_organisms
mikado.5G2416.1	cellular_organisms
mikado.1G3709.1	cellular_organisms
mikado.5G59.1	cellular_organisms
mikado.1G3444.1	cellular_organisms
mikado.1G17767.1	cellular_organisms
mikado.3G5457.1	cellular_organisms
mikado.3G13187.1	cellular_organisms
mikado.1G12218.1	cellular_organisms
mikado.2G6389.1	cellular_organisms
mikado.1G14846.1	cellular_organisms
mikado.1G12633.1	cellular_organisms
mikado.5G13488.1	cellular_organisms
mikado.1G10228.1	cellular_organisms
mikado.1G718.1	cellular_organisms
mikado.5G9262.1	cellular_organisms
mikado.5G1736.2	cellular_organisms
mikado.3G1710.1	cellular_organisms
mikado.1G2289.2	cellular_organisms
mikado.4G6877.1	cellular_organisms
mikado.3G10157.1	cellular_organisms
mikado.5G370.2	cellular_organisms
mikado.3G5528.1	cellular_organisms
mikado.2G6136.1	cellular_organisms
mikado.4G4047.1	cellular_organisms
mikado.1G4005.2	cellular_organisms
mikado.3G13206.1	cellular_organisms
mikado.1G5561.1	cellular_organisms
mikado.5G15706.1	cellular_organisms
mikado.4G8185.1	cellular_organisms
mikado.1G16945.1	cellular_organisms
mikado.1G1825.1	cellular_organisms
mikado.1G12602.1	cellular_organisms
mikado.1G956.1	cellular_organisms
mikado.1G14341.1	cellular_organisms
mikado.1G1550.1	cellular_organisms
mikado.1G6368.1	cellular_organisms
mikado.1G11441.1	cellular_organisms
mikado.5G697.1	cellular_organisms
mikado.1G11677.1	cellular_organisms
mikado.5G1330.1	cellular_organisms
mikado.2G6233.1	cellular_organisms
mikado.2G8986.1	cellular_organisms
mikado.5G9696.1	cellular_organisms
mikado.4G3416.2	cellular_organisms
mikado.2G10761.4	cellular_organisms
mikado.4G6848.1	cellular_organisms
mikado.1G12321.1	cellular_organisms
mikado.5G1274.1	cellular_organisms
mikado.1G1868.1	cellular_organisms
mikado.4G9065.1	cellular_organisms
mikado.3G5726.1	cellular_organisms
mikado.4G1449.2	cellular_organisms
mikado.2G9092.1	cellular_organisms
mikado.3G2028.1	cellular_organisms
mikado.3G1306.1	cellular_organisms
mikado.4G859.1	cellular_organisms
mikado.5G1216.1	cellular_organisms
mikado.3G1258.1	cellular_organisms
mikado.1G10929.1	cellular_organisms
mikado.2G3053.1	cellular_organisms
mikado.2G4081.1	cellular_organisms
mikado.1G15125.1	cellular_organisms
mikado.1G16811.1	cellular_organisms
mikado.5G11067.1	cellular_organisms
mikado.4G4717.1	cellular_organisms
mikado.3G3784.2	cellular_organisms
mikado.5G5400.1	cellular_organisms
mikado.4G8897.1	cellular_organisms
mikado.1G11729.1	cellular_organisms
mikado.5G5325.1	cellular_organisms
mikado.5G12068.1	cellular_organisms
mikado.4G6599.1	cellular_organisms
mikado.4G6299.1	cellular_organisms
mikado.5G2985.1	cellular_organisms
mikado.2G5494.1	cellular_organisms
mikado.3G10521.1	cellular_organisms
mikado.2G8531.1	cellular_organisms
mikado.1G4450.1	cellular_organisms
mikado.3G5269.1	cellular_organisms
mikado.5G2799.1	cellular_organisms
mikado.1G11482.1	cellular_organisms
mikado.1G2778.2	cellular_organisms
mikado.3G4191.1	cellular_organisms
mikado.5G2368.1	cellular_organisms
mikado.1G4351.1	cellular_organisms
mikado.3G9255.1	cellular_organisms
mikado.3G6589.2	cellular_organisms
mikado.1G4034.1	cellular_organisms
mikado.3G2570.1	cellular_organisms
mikado.1G15242.1	cellular_organisms
mikado.1G16394.1	cellular_organisms
mikado.4G6216.1	cellular_organisms
mikado.5G13979.1	cellular_organisms
mikado.5G3448.1	cellular_organisms
mikado.1G12603.2	cellular_organisms
mikado.3G5138.1	cellular_organisms
mikado.2G8956.1	cellular_organisms
mikado.3G5357.1	cellular_organisms
mikado.5G5461.1	cellular_organisms
mikado.5G4952.1	cellular_organisms
mikado.3G1370.1	cellular_organisms
mikado.5G5898.2	cellular_organisms
mikado.1G6628.1	cellular_organisms
mikado.4G4339.1	cellular_organisms
mikado.5G10899.1	cellular_organisms
mikado.4G6038.1	cellular_organisms
mikado.2G8948.1	cellular_organisms
mikado.1G3271.1	cellular_organisms
mikado.1G8430.1	cellular_organisms
mikado.5G13563.1	cellular_organisms
mikado.2G839.1	cellular_organisms
mikado.1G7219.1	cellular_organisms
mikado.1G16274.1	cellular_organisms
mikado.1G172.1	cellular_organisms
mikado.3G3088.1	cellular_organisms
mikado.1G12851.1	cellular_organisms
mikado.4G9470.2	cellular_organisms
mikado.chloroplastG76.1	cellular_organisms
mikado.3G4339.1	cellular_organisms
mikado.5G14029.1	cellular_organisms
mikado.2G3917.2	cellular_organisms
mikado.5G14387.1	cellular_organisms
mikado.5G146.1	cellular_organisms
mikado.1G3200.2	cellular_organisms
mikado.1G5311.1	cellular_organisms
mikado.1G1856.2	cellular_organisms
mikado.1G5061.1	cellular_organisms
mikado.1G17185.1	cellular_organisms
mikado.2G9683.1	cellular_organisms
mikado.1G5466.1	cellular_organisms
mikado.3G11382.1	cellular_organisms
mikado.2G3542.1	cellular_organisms
mikado.3G2571.1	cellular_organisms
mikado.1G7172.1	cellular_organisms
mikado.3G5030.1	cellular_organisms
mikado.2G7409.2	cellular_organisms
mikado.1G1723.1	cellular_organisms
mikado.3G5282.1	cellular_organisms
mikado.2G7174.1	cellular_organisms
mikado.4G438.1	cellular_organisms
mikado.1G7496.2	cellular_organisms
mikado.4G8219.1	cellular_organisms
mikado.2G7867.1	cellular_organisms
mikado.2G9377.1	cellular_organisms
mikado.3G3139.4	cellular_organisms
mikado.1G2421.1	cellular_organisms
mikado.1G16107.1	cellular_organisms
mikado.4G1262.2	cellular_organisms
mikado.5G14850.2	cellular_organisms
mikado.1G10977.1	cellular_organisms
mikado.2G4190.2	cellular_organisms
mikado.1G7488.1	cellular_organisms
mikado.1G1415.2	cellular_organisms
mikado.2G5396.1	cellular_organisms
mikado.1G2281.1	cellular_organisms
mikado.5G10064.2	cellular_organisms
mikado.5G3401.1	cellular_organisms
mikado.5G12866.1	cellular_organisms
mikado.5G7881.1	cellular_organisms
mikado.3G228.1	cellular_organisms
mikado.1G1945.2	cellular_organisms
mikado.4G6956.2	cellular_organisms
mikado.5G809.2	cellular_organisms
mikado.1G15134.1	cellular_organisms
mikado.5G13679.1	cellular_organisms
mikado.4G5823.1	cellular_organisms
mikado.1G6397.1	cellular_organisms
mikado.1G2240.1	cellular_organisms
mikado.4G9588.1	cellular_organisms
mikado.5G12137.1	cellular_organisms
mikado.4G4699.1	cellular_organisms
mikado.5G349.1	cellular_organisms
mikado.1G1068.1	cellular_organisms
mikado.1G12052.1	cellular_organisms
mikado.1G17717.1	cellular_organisms
mikado.1G7091.1	cellular_organisms
mikado.5G14854.1	cellular_organisms
mikado.2G7072.1	cellular_organisms
mikado.1G1887.1	cellular_organisms
mikado.1G5848.1	cellular_organisms
mikado.2G3324.2	cellular_organisms
mikado.5G10489.1	cellular_organisms
mikado.5G15559.1	cellular_organisms
mikado.4G6898.1	cellular_organisms
mikado.3G1656.1	cellular_organisms
mikado.mitochondriaG59.1	cellular_organisms
mikado.4G10188.3	cellular_organisms
mikado.3G3363.2	cellular_organisms
mikado.1G3488.1	cellular_organisms
mikado.3G2569.1	cellular_organisms
mikado.2G1859.1	cellular_organisms
mikado.5G10143.1	cellular_organisms
mikado.1G1995.1	cellular_organisms
mikado.3G9871.1	cellular_organisms
mikado.5G14873.1	cellular_organisms
mikado.3G5166.1	cellular_organisms
mikado.5G11630.1	cellular_organisms
mikado.3G10274.2	cellular_organisms
mikado.5G5420.1	cellular_organisms
mikado.4G572.3	cellular_organisms
mikado.4G5214.1	cellular_organisms
mikado.1G14155.1	cellular_organisms
mikado.5G291.1	cellular_organisms
mikado.2G3054.1	cellular_organisms
mikado.4G10353.1	cellular_organisms
mikado.1G11119.1	cellular_organisms
mikado.1G3628.1	cellular_organisms
mikado.3G3440.1	cellular_organisms
mikado.1G13003.1	cellular_organisms
mikado.4G8708.2	cellular_organisms
mikado.2G6140.1	cellular_organisms
mikado.4G669.1	cellular_organisms
mikado.3G128.1	cellular_organisms
mikado.2G9025.1	cellular_organisms
mikado.2G11312.1	cellular_organisms
mikado.3G6526.1	cellular_organisms
mikado.4G4908.1	cellular_organisms
mikado.1G11509.1	cellular_organisms
mikado.3G630.1	cellular_organisms
mikado.1G2641.1	cellular_organisms
mikado.5G14138.1	cellular_organisms
mikado.3G3106.1	cellular_organisms
mikado.3G2014.1	cellular_organisms
mikado.3G183.1	cellular_organisms
mikado.3G11904.1	cellular_organisms
mikado.4G858.1	cellular_organisms
mikado.1G9733.1	cellular_organisms
mikado.4G7545.1	cellular_organisms
mikado.4G1431.1	cellular_organisms
mikado.3G13490.1	cellular_organisms
mikado.1G1555.1	cellular_organisms
mikado.4G4520.1	cellular_organisms
mikado.4G5015.1	cellular_organisms
mikado.1G7931.1	cellular_organisms
mikado.3G12888.2	cellular_organisms
mikado.3G1354.2	cellular_organisms
mikado.1G4198.1	cellular_organisms
mikado.5G12010.2	cellular_organisms
mikado.4G9740.1	cellular_organisms
mikado.1G1514.1	cellular_organisms
mikado.3G10370.1	cellular_organisms
mikado.1G15306.2	cellular_organisms
mikado.5G4344.1	cellular_organisms
mikado.2G7038.1	cellular_organisms
mikado.5G3578.1	cellular_organisms
mikado.1G13836.1	cellular_organisms
mikado.1G10385.3	cellular_organisms
mikado.4G7032.1	cellular_organisms
mikado.3G946.1	cellular_organisms
mikado.5G8040.1	cellular_organisms
mikado.3G2880.1	cellular_organisms
mikado.3G7148.2	cellular_organisms
mikado.4G10653.1	cellular_organisms
mikado.1G27.1	cellular_organisms
mikado.5G11601.3	cellular_organisms
mikado.4G5749.2	cellular_organisms
mikado.5G2587.1	cellular_organisms
mikado.2G9376.1	cellular_organisms
mikado.2G6238.1	cellular_organisms
mikado.2G10293.1	cellular_organisms
mikado.1G5724.1	cellular_organisms
mikado.1G10225.1	cellular_organisms
mikado.3G6441.1	cellular_organisms
mikado.4G8059.1	cellular_organisms
mikado.4G1449.1	cellular_organisms
mikado.4G6970.1	cellular_organisms
mikado.5G2749.1	cellular_organisms
mikado.3G10587.1	cellular_organisms
mikado.4G9828.1	cellular_organisms
mikado.2G7007.1	cellular_organisms
mikado.1G9628.3	cellular_organisms
mikado.2G4441.1	cellular_organisms
mikado.1G3642.1	cellular_organisms
mikado.3G4517.1	cellular_organisms
mikado.2G4366.1	cellular_organisms
mikado.4G9964.1	cellular_organisms
mikado.4G6188.1	cellular_organisms
mikado.3G3400.1	cellular_organisms
mikado.1G3608.1	cellular_organisms
mikado.2G10279.1	cellular_organisms
mikado.1G15885.1	cellular_organisms
mikado.1G15510.1	cellular_organisms
mikado.5G14059.1	cellular_organisms
mikado.4G9727.1	cellular_organisms
mikado.2G431.1	cellular_organisms
mikado.3G11853.1	cellular_organisms
mikado.1G12373.3	cellular_organisms
mikado.1G11414.2	cellular_organisms
mikado.5G4264.1	cellular_organisms
mikado.1G11179.1	cellular_organisms
mikado.mitochondriaG191.1	cellular_organisms
mikado.3G12077.1	cellular_organisms
mikado.4G6607.1	cellular_organisms
mikado.1G14682.1	cellular_organisms
mikado.5G8760.1	cellular_organisms
mikado.3G4353.1	cellular_organisms
mikado.3G406.1	cellular_organisms
mikado.1G15618.1	cellular_organisms
mikado.3G3760.1	cellular_organisms
mikado.3G4490.1	cellular_organisms
mikado.5G9322.1	cellular_organisms
mikado.4G4031.1	cellular_organisms
mikado.5G3147.1	cellular_organisms
mikado.4G3945.2	cellular_organisms
mikado.1G2298.1	cellular_organisms
mikado.1G7555.1	cellular_organisms
mikado.3G3919.4	cellular_organisms
mikado.1G12271.1	cellular_organisms
mikado.3G10342.1	cellular_organisms
mikado.5G5781.1	cellular_organisms
mikado.4G10647.1	cellular_organisms
mikado.5G13870.1	cellular_organisms
mikado.5G11929.1	cellular_organisms
mikado.4G6363.1	cellular_organisms
mikado.5G8702.1	cellular_organisms
mikado.3G2027.1	cellular_organisms
mikado.2G4551.1	cellular_organisms
mikado.1G15896.1	cellular_organisms
mikado.5G10054.1	cellular_organisms
mikado.2G9549.1	cellular_organisms
mikado.5G12578.1	cellular_organisms
mikado.1G4047.1	cellular_organisms
mikado.4G7991.1	cellular_organisms
mikado.1G14436.1	cellular_organisms
mikado.4G8537.1	cellular_organisms
mikado.4G505.1	cellular_organisms
mikado.3G10050.1	cellular_organisms
mikado.1G13137.1	cellular_organisms
mikado.5G655.1	cellular_organisms
mikado.1G2063.1	cellular_organisms
mikado.5G5763.1	cellular_organisms
mikado.5G12697.2	cellular_organisms
mikado.1G9632.1	cellular_organisms
mikado.1G16616.2	cellular_organisms
mikado.5G7796.1	cellular_organisms
mikado.3G2110.2	cellular_organisms
mikado.5G9500.1	cellular_organisms
mikado.5G4313.1	cellular_organisms
mikado.3G3910.1	cellular_organisms
mikado.5G15617.1	cellular_organisms
mikado.4G3898.1	cellular_organisms
mikado.5G10911.1	cellular_organisms
mikado.2G5600.1	cellular_organisms
mikado.3G34.1	cellular_organisms
mikado.3G1949.1	cellular_organisms
mikado.2G9760.1	cellular_organisms
mikado.4G4428.1	cellular_organisms
mikado.5G3745.1	cellular_organisms
mikado.4G4806.2	cellular_organisms
mikado.2G11222.1	cellular_organisms
mikado.5G9278.2	cellular_organisms
mikado.1G3427.1	cellular_organisms
mikado.3G9723.1	cellular_organisms
mikado.5G1568.1	cellular_organisms
mikado.4G6298.1	cellular_organisms
mikado.4G4933.3	cellular_organisms
mikado.3G11601.1	cellular_organisms
mikado.3G2570.3	cellular_organisms
mikado.4G7.1	cellular_organisms
mikado.3G11918.1	cellular_organisms
mikado.4G10418.2	cellular_organisms
mikado.4G503.1	cellular_organisms
mikado.5G13573.1	cellular_organisms
mikado.3G10472.2	cellular_organisms
mikado.4G8210.1	cellular_organisms
mikado.5G5747.2	cellular_organisms
mikado.5G15379.2	cellular_organisms
mikado.4G8395.1	cellular_organisms
mikado.5G11419.1	cellular_organisms
mikado.4G9204.1	cellular_organisms
mikado.4G8437.1	cellular_organisms
mikado.1G4139.1	cellular_organisms
mikado.5G11781.1	cellular_organisms
mikado.1G14413.1	cellular_organisms
mikado.3G3543.1	cellular_organisms
mikado.1G17550.1	cellular_organisms
mikado.3G10000.2	cellular_organisms
mikado.5G14420.1	cellular_organisms
mikado.1G17096.2	cellular_organisms
mikado.1G1976.1	cellular_organisms
mikado.3G348.1	cellular_organisms
mikado.2G257.1	cellular_organisms
mikado.4G3747.1	cellular_organisms
mikado.1G10394.1	cellular_organisms
mikado.5G13770.1	cellular_organisms
mikado.5G12066.1	cellular_organisms
mikado.3G3139.1	cellular_organisms
mikado.3G6589.1	cellular_organisms
mikado.1G16832.1	cellular_organisms
mikado.4G4325.1	cellular_organisms
mikado.3G5507.1	cellular_organisms
mikado.3G13085.1	cellular_organisms
mikado.1G4745.1	cellular_organisms
mikado.4G10470.1	cellular_organisms
mikado.5G3144.1	cellular_organisms
mikado.3G13438.2	cellular_organisms
mikado.5G1910.1	cellular_organisms
mikado.1G10318.1	cellular_organisms
mikado.4G8536.1	cellular_organisms
mikado.1G16277.1	cellular_organisms
mikado.5G11687.1	cellular_organisms
mikado.4G4664.1	cellular_organisms
mikado.1G12054.1	cellular_organisms
mikado.3G5555.1	cellular_organisms
mikado.5G14452.1	cellular_organisms
mikado.1G11302.1	cellular_organisms
mikado.4G9277.1	cellular_organisms
mikado.1G15773.1	cellular_organisms
mikado.4G4413.1	cellular_organisms
mikado.1G17435.2	cellular_organisms
mikado.3G9525.1	cellular_organisms
mikado.2G8028.1	cellular_organisms
mikado.4G641.2	cellular_organisms
mikado.3G13119.2	cellular_organisms
mikado.4G1354.1	cellular_organisms
mikado.1G16792.2	cellular_organisms
mikado.5G4270.1	cellular_organisms
mikado.1G7373.1	cellular_organisms
mikado.5G4034.1	cellular_organisms
mikado.1G13708.2	cellular_organisms
mikado.1G1766.1	cellular_organisms
mikado.1G7953.1	cellular_organisms
mikado.1G16004.1	cellular_organisms
mikado.2G9847.1	cellular_organisms
mikado.5G14287.1	cellular_organisms
mikado.1G1198.1	cellular_organisms
mikado.3G1263.1	cellular_organisms
mikado.1G11223.1	cellular_organisms
mikado.5G11578.1	cellular_organisms
mikado.1G5848.2	cellular_organisms
mikado.3G3516.1	cellular_organisms
mikado.3G9635.1	cellular_organisms
mikado.1G14935.1	cellular_organisms
mikado.1G1363.1	cellular_organisms
mikado.5G3489.1	cellular_organisms
mikado.5G4825.1	cellular_organisms
mikado.2G6033.1	cellular_organisms
mikado.5G13393.1	cellular_organisms
mikado.4G9198.1	cellular_organisms
mikado.3G5208.1	cellular_organisms
mikado.5G10657.1	cellular_organisms
mikado.1G1609.1	cellular_organisms
mikado.5G3859.1	cellular_organisms
mikado.1G17159.1	cellular_organisms
mikado.5G4741.2	cellular_organisms
mikado.2G8294.2	cellular_organisms
mikado.1G2155.1	cellular_organisms
mikado.5G8504.1	cellular_organisms
mikado.4G4396.1	cellular_organisms
mikado.4G7938.1	cellular_organisms
mikado.4G4805.1	cellular_organisms
mikado.3G11372.1	cellular_organisms
mikado.2G9850.1	cellular_organisms
mikado.3G2568.3	cellular_organisms
mikado.1G4649.1	cellular_organisms
mikado.4G4566.2	cellular_organisms
mikado.5G7917.3	cellular_organisms
mikado.5G14355.1	cellular_organisms
mikado.4G7055.2	cellular_organisms
mikado.1G10385.4	cellular_organisms
mikado.5G11356.1	cellular_organisms
mikado.2G6903.2	cellular_organisms
mikado.1G7301.2	cellular_organisms
mikado.1G12060.1	cellular_organisms
mikado.1G15607.1	cellular_organisms
mikado.2G11134.1	cellular_organisms
mikado.5G11686.2	cellular_organisms
mikado.5G4048.1	cellular_organisms
mikado.4G8086.1	cellular_organisms
mikado.3G10520.1	cellular_organisms
mikado.4G8006.1	cellular_organisms
mikado.5G1937.1	cellular_organisms
mikado.5G11498.1	cellular_organisms
mikado.5G3087.1	cellular_organisms
mikado.4G9526.1	cellular_organisms
mikado.4G10607.1	cellular_organisms
mikado.3G3030.1	cellular_organisms
mikado.2G9601.1	cellular_organisms
mikado.4G5626.1	cellular_organisms
mikado.3G5204.1	cellular_organisms
mikado.2G853.2	cellular_organisms
mikado.1G3949.1	cellular_organisms
mikado.5G10448.1	cellular_organisms
mikado.1G16267.1	cellular_organisms
mikado.2G9287.1	cellular_organisms
mikado.1G861.1	cellular_organisms
mikado.4G1186.5	cellular_organisms
mikado.5G3242.1	cellular_organisms
mikado.5G13566.1	cellular_organisms
mikado.1G13720.1	cellular_organisms
mikado.1G6701.1	cellular_organisms
mikado.1G7530.1	cellular_organisms
mikado.2G9930.1	cellular_organisms
mikado.3G2599.1	cellular_organisms
mikado.5G2521.2	cellular_organisms
mikado.3G2172.1	cellular_organisms
mikado.5G1422.1	cellular_organisms
mikado.1G13906.1	cellular_organisms
mikado.2G4284.1	cellular_organisms
mikado.5G3478.1	cellular_organisms
mikado.5G13340.2	cellular_organisms
mikado.5G14079.1	cellular_organisms
mikado.1G11555.1	cellular_organisms
mikado.1G4469.1	cellular_organisms
mikado.1G14177.1	cellular_organisms
mikado.3G5571.1	cellular_organisms
mikado.4G9811.1	cellular_organisms
mikado.5G15296.1	cellular_organisms
mikado.5G15624.2	cellular_organisms
mikado.1G3442.1	cellular_organisms
mikado.5G2811.1	cellular_organisms
mikado.2G9870.1	cellular_organisms
mikado.3G3973.1	cellular_organisms
mikado.4G7348.1	cellular_organisms
mikado.4G7721.1	cellular_organisms
mikado.5G3791.1	cellular_organisms
mikado.2G5659.1	cellular_organisms
mikado.4G5673.1	cellular_organisms
mikado.2G10945.1	cellular_organisms
mikado.3G3240.1	cellular_organisms
mikado.4G8741.1	cellular_organisms
