ID	len	gc	PS	Presence
g10103	1650	0.489091	Magnoliophyta	no-match
g10104	846	0.530733	Arabidopsis_thaliana	no-match
g10105	945	0.465608	Eukaryota	no-match
g10106	615	0.523577	cellular_organisms	no-match
g10107	987	0.457953	Eukaryota	no-match
g10108	1554	0.504505	Eukaryota	no-match
g10109	1011	0.390702	Eukaryota	no-match
g1011	417	0.376499	cellular_organisms	match
g10110	414	0.42029	Magnoliophyta	no-match
g10111	1482	0.430499	cellular_organisms	match
g10112	321	0.560748	Arabidopsis_thaliana	no-match
g10113	483	0.42236	Embryophyta	no-match
g10114	1509	0.419483	Eukaryota	no-match
g10115	390	0.507692	Eukaryota	no-match
g10116	768	0.403646	Embryophyta	no-match
g10117	1488	0.430108	Magnoliophyta	match
g10118	786	0.403308	Viridiplantae	no-match
g10119	285	0.463158	Arabidopsis_thaliana	match
g1012	1617	0.467532	Eukaryota	match
g10120	549	0.371585	Mesangiospermae	no-match
g10121	951	0.388013	Mesangiospermae	no-match
g10122	726	0.380165	Magnoliophyta	no-match
g10123	366	0.439891	Magnoliophyta	no-match
g10124	273	0.465201	Arabidopsis_thaliana	no-match
g10125	315	0.387302	Arabidopsis_thaliana	no-match
g10126	789	0.403042	Viridiplantae	match
g10127	1431	0.471698	Mesangiospermae	no-match
g10128	333	0.423423	Arabidopsis_thaliana	no-match
g10129	918	0.41939	Eukaryota	no-match
g1013	1746	0.453036	cellular_organisms	match
g10130	669	0.409567	Eukaryota	no-match
g10131	939	0.452609	Streptophytina	no-match
g10132	894	0.432886	Magnoliophyta	no-match
g10133	798	0.45614	rosids	no-match
g10134	240	0.5125	Arabidopsis_thaliana	no-match
g10135	459	0.427015	Streptophytina	no-match
g10136	294	0.42517	Streptophyta	no-match
g10137	606	0.457096	Mesangiospermae	no-match
g10138	825	0.50303	Arabidopsis_thaliana	no-match
g10139	399	0.463659	Mesangiospermae	no-match
g1014	1047	0.434575	Streptophytina	match
g10140	435	0.526437	Arabidopsis_thaliana	no-match
g10141	426	0.502347	cellular_organisms	no-match
g10142	237	0.510549	Arabidopsis_thaliana	no-match
g10143	600	0.538333	Arabidopsis_thaliana	no-match
g10144	771	0.433204	Magnoliophyta	no-match
g10145	813	0.421894	cellular_organisms	no-match
g10146	1392	0.426724	Magnoliophyta	no-match
g10147	720	0.401389	Brassicaceae	no-match
g10148	1620	0.417901	Embryophyta	no-match
g10149	1092	0.461538	Arabidopsis_thaliana	no-match
g1015	1482	0.438596	cellular_organisms	match
g10150	468	0.423077	Arabidopsis	no-match
g10151	852	0.475352	Arabidopsis	no-match
g10152	237	0.451477	Arabidopsis_thaliana	match
g10153	1086	0.456722	cellular_organisms	match
g10154	765	0.444444	Mesangiospermae	no-match
g10155	486	0.419753	Eukaryota	no-match
g10156	255	0.419608	Arabidopsis_thaliana	no-match
g10157	1287	0.461538	Pentapetalae	no-match
g10158	390	0.507692	Arabidopsis_thaliana	no-match
g10159	936	0.496795	cellular_organisms	no-match
g1016	540	0.47963	Streptophyta	match
g10160	1452	0.469697	Eukaryota	no-match
g10161	948	0.521097	Arabidopsis_thaliana	no-match
g10162	402	0.497512	Arabidopsis_thaliana	no-match
g10163	1206	0.436982	Embryophyta	match
g10164	1263	0.478226	cellular_organisms	match
g10165	5175	0.420097	cellular_organisms	match
g10166	660	0.477273	Brassicaceae	no-match
g10167	8601	0.443321	cellular_organisms	no-match
g10168	2049	0.449	Eukaryota	no-match
g10169	1860	0.486022	rosids	no-match
g1017	1554	0.454311	Viridiplantae	match
g10170	267	0.47191	Arabidopsis_thaliana	no-match
g10171	420	0.492857	Arabidopsis	no-match
g10172	2175	0.518161	Arabidopsis	no-match
g10173	1530	0.441176	cellular_organisms	no-match
g10174	234	0.448718	Arabidopsis_thaliana	match
g10175	498	0.471888	Arabidopsis_thaliana	match
g10176	2172	0.459024	cellular_organisms	match
g10177	1185	0.434599	Mesangiospermae	match
g10178	3549	0.379262	Eukaryota	no-match
g10179	477	0.421384	Arabidopsis	no-match
g1018	561	0.442068	Eukaryota	match
g10180	753	0.444887	Brassicaceae	no-match
g10181	1098	0.388889	Magnoliophyta	no-match
g10182	384	0.372396	Eukaryota	no-match
g10183	1383	0.384671	Magnoliophyta	no-match
g10184	261	0.398467	Brassicaceae	no-match
g10185	1455	0.382818	Mesangiospermae	no-match
g10186	1164	0.408076	Mesangiospermae	match
g10187	930	0.425806	Mesangiospermae	match
g10188	441	0.405896	Pentapetalae	no-match
g10189	315	0.374603	Eukaryota	no-match
g1019	1137	0.459103	cellular_organisms	match
g10190	834	0.394484	Mesangiospermae	no-match
g10191	2547	0.436199	Eukaryota	match
g10192	276	0.503623	Arabidopsis_thaliana	no-match
g10193	621	0.460548	Arabidopsis_thaliana	match
g10194	1872	0.447115	cellular_organisms	match
g10195	648	0.408951	cellular_organisms	match
g10196	336	0.53869	Arabidopsis_thaliana	no-match
g10197	231	0.419913	Arabidopsis_thaliana	no-match
g10198	714	0.415966	Camelineae	no-match
g10199	519	0.508671	Arabidopsis_thaliana	no-match
g102	2130	0.475587	Eukaryota	no-match
g1020	1119	0.470956	cellular_organisms	match
g10200	2094	0.407354	Eukaryota	match
g10201	1950	0.443077	cellular_organisms	match
g10202	2466	0.438767	cellular_organisms	match
g10203	306	0.382353	Mesangiospermae	no-match
g10204	894	0.39038	Mesangiospermae	match
g10205	1134	0.417108	Mesangiospermae	match
g10206	1059	0.407932	Eukaryota	match
g10207	5757	0.440334	Eukaryota	match
g10208	1629	0.444444	Streptophytina	match
g10209	324	0.404321	Eukaryota	no-match
g1021	567	0.393298	Mesangiospermae	match
g10210	1581	0.411765	Eukaryota	no-match
g10211	789	0.413181	Eukaryota	no-match
g10212	207	0.444444	Arabidopsis_thaliana	no-match
g10213	447	0.49217	Brassicaceae	no-match
g10214	792	0.45202	Arabidopsis_thaliana	no-match
g10215	570	0.450877	Camelineae	no-match
g10216	369	0.449864	Brassicaceae	no-match
g10217	846	0.400709	Eukaryota	match
g10218	1848	0.442641	cellular_organisms	match
g10219	1806	0.441307	cellular_organisms	match
g1022	525	0.419048	rosids	match
g10220	1371	0.414296	cellular_organisms	match
g10221	510	0.482353	Embryophyta	match
g10222	1821	0.479407	Eukaryota	no-match
g10223	1407	0.515991	Eukaryota	no-match
g10224	1305	0.449808	cellular_organisms	match
g10225	720	0.438889	Eukaryota	no-match
g10226	1206	0.417081	Eukaryota	no-match
g10227	483	0.399586	Eukaryota	no-match
g10228	1458	0.425926	Viridiplantae	no-match
g10229	372	0.553763	Arabidopsis_thaliana	match
g1023	1125	0.469333	cellular_organisms	match
g10230	693	0.477633	Eukaryota	no-match
g10231	2853	0.526814	Eukaryota	no-match
g10232	1953	0.465438	Pentapetalae	no-match
g10233	2091	0.397418	Magnoliophyta	no-match
g10234	702	0.39886	Arabidopsis_thaliana	no-match
g10235	702	0.393162	Mesangiospermae	match
g10236	2103	0.418925	Magnoliophyta	match
g10237	1863	0.422437	Magnoliophyta	no-match
g10238	1476	0.419377	Magnoliophyta	no-match
g10239	4074	0.39838	cellular_organisms	no-match
g1024	1113	0.457323	Viridiplantae	match
g10240	6150	0.431707	cellular_organisms	no-match
g10241	1074	0.459032	Eukaryota	match
g10242	1851	0.446786	Eukaryota	match
g10243	387	0.408269	Brassicaceae	no-match
g10244	516	0.412791	Magnoliophyta	match
g10245	363	0.385675	Mesangiospermae	match
g10246	318	0.443396	Pentapetalae	no-match
g10247	1038	0.463391	Eukaryota	no-match
g10248	300	0.466667	Eukaryota	no-match
g10249	846	0.433806	Eukaryota	no-match
g1025	942	0.467091	cellular_organisms	match
g10250	351	0.438746	Streptophytina	no-match
g10251	420	0.480952	Pentapetalae	no-match
g10252	339	0.471976	Arabidopsis_thaliana	no-match
g10253	648	0.512346	Arabidopsis_thaliana	no-match
g10254	1086	0.484346	Brassicaceae	match
g10255	765	0.439216	Pentapetalae	no-match
g10256	963	0.438214	Brassicaceae	no-match
g10257	1215	0.430453	rosids	no-match
g10258	3072	0.452474	Eukaryota	no-match
g10259	2859	0.431619	Eukaryota	no-match
g1026	2118	0.428706	cellular_organisms	match
g10260	441	0.419501	Brassicaceae	no-match
g10261	369	0.420054	Eukaryota	match
g10262	1956	0.43047	cellular_organisms	match
g10263	1080	0.405556	Eukaryota	match
g10264	246	0.361789	Brassicaceae	no-match
g10265	282	0.492908	Mesangiospermae	match
g10266	3648	0.402961	cellular_organisms	match
g10267	942	0.372611	Mesangiospermae	no-match
g10268	684	0.422515	Magnoliophyta	match
g10269	1692	0.451537	cellular_organisms	match
g1027	312	0.410256	Pentapetalae	match
g10270	300	0.42	Arabidopsis_thaliana	no-match
g10271	573	0.403141	Eukaryota	match
g10272	2343	0.444302	Eukaryota	match
g10273	2421	0.387443	Pentapetalae	no-match
g10274	2571	0.38662	Eukaryota	no-match
g10275	1989	0.38914	Eukaryota	no-match
g10276	216	0.393519	Streptophyta	match
g10277	1824	0.439693	cellular_organisms	match
g10278	213	0.56338	Arabidopsis_thaliana	no-match
g10279	411	0.420925	Arabidopsis_thaliana	no-match
g1028	1878	0.435037	cellular_organisms	match
g10280	777	0.453024	Magnoliophyta	no-match
g10281	567	0.472663	Brassicaceae	no-match
g10282	810	0.42716	Magnoliophyta	no-match
g10283	945	0.498413	Arabidopsis_thaliana	no-match
g10284	1410	0.5	Brassicaceae	no-match
g10285	426	0.502347	Arabidopsis_thaliana	no-match
g10286	492	0.449187	Arabidopsis_thaliana	no-match
g10287	300	0.433333	Arabidopsis_thaliana	no-match
g10288	558	0.455197	Magnoliophyta	no-match
g10289	900	0.394444	Eukaryota	no-match
g1029	1275	0.44	cellular_organisms	match
g10290	978	0.40184	cellular_organisms	no-match
g10291	261	0.45977	Camelineae	no-match
g10292	294	0.554422	Arabidopsis	no-match
g10293	840	0.385714	Streptophyta	match
g10294	2019	0.434869	Eukaryota	no-match
g10295	2649	0.460929	Eukaryota	no-match
g10296	471	0.509554	Mesangiospermae	no-match
g10297	237	0.49789	Brassicaceae	match
g10298	1599	0.449031	cellular_organisms	match
g10299	1143	0.442695	cellular_organisms	match
g103	564	0.524823	Arabidopsis_thaliana	no-match
g1030	1401	0.428979	cellular_organisms	match
g10300	561	0.461676	malvids	match
g10301	312	0.378205	Eukaryota	no-match
g10302	369	0.395664	Arabidopsis	match
g10303	948	0.437764	Brassicaceae	match
g10304	1062	0.426554	Magnoliophyta	match
g10305	1788	0.387584	cellular_organisms	no-match
g10306	756	0.37037	Eukaryota	no-match
g10307	915	0.384699	Eukaryota	no-match
g10308	582	0.398625	Pentapetalae	no-match
g10309	516	0.406977	Viridiplantae	no-match
g1031	1800	0.425	Eukaryota	match
g10310	651	0.374808	Brassicaceae	no-match
g10311	1269	0.409771	Eukaryota	no-match
g10312	1017	0.45821	Pentapetalae	no-match
g10313	237	0.459916	Brassicaceae	no-match
g10314	663	0.493213	Arabidopsis	no-match
g10315	1326	0.422323	Mesangiospermae	no-match
g10316	603	0.457711	Brassicaceae	no-match
g10317	237	0.434599	Mesangiospermae	no-match
g10318	231	0.363636	Brassicaceae	match
g10319	2481	0.4474	Eukaryota	no-match
g1032	993	0.475327	Eukaryota	match
g10320	1095	0.446575	Eukaryota	no-match
g10321	210	0.414286	Arabidopsis_thaliana	no-match
g10322	510	0.443137	Mesangiospermae	no-match
g10323	363	0.429752	Mesangiospermae	match
g10324	1002	0.458084	Eukaryota	no-match
g10325	1152	0.470486	Magnoliophyta	no-match
g10326	510	0.492157	Mesangiospermae	no-match
g10327	477	0.540881	Arabidopsis_thaliana	no-match
g10328	384	0.463542	Arabidopsis_thaliana	no-match
g10329	594	0.430976	Arabidopsis_thaliana	match
g1033	1011	0.428289	Magnoliophyta	match
g10330	732	0.521858	Arabidopsis_thaliana	no-match
g10331	1227	0.441728	Mesangiospermae	no-match
g10332	2133	0.437412	cellular_organisms	no-match
g10333	909	0.443344	Eukaryota	no-match
g10334	267	0.494382	Arabidopsis_thaliana	match
g10335	222	0.567568	Arabidopsis	no-match
g10336	324	0.527778	Arabidopsis	no-match
g10337	1416	0.528249	Arabidopsis	no-match
g10338	672	0.528274	rosids	no-match
g10339	279	0.501792	Arabidopsis_thaliana	no-match
g1034	969	0.44066	cellular_organisms	match
g10340	600	0.426667	Magnoliophyta	no-match
g10341	807	0.402726	Streptophytina	no-match
g10342	669	0.440957	Mesangiospermae	no-match
g10343	1254	0.429027	Magnoliophyta	no-match
g10344	2226	0.427673	Eukaryota	no-match
g10345	2682	0.394482	cellular_organisms	match
g10346	1587	0.41966	Viridiplantae	no-match
g10347	783	0.407407	Brassicaceae	no-match
g10348	252	0.464286	Arabidopsis_thaliana	match
g10349	2925	0.375043	Eukaryota	no-match
g1035	666	0.430931	Eukaryota	match
g10350	1548	0.374677	cellular_organisms	no-match
g10351	312	0.448718	Arabidopsis_thaliana	no-match
g10352	282	0.400709	Eukaryota	no-match
g10353	207	0.454106	cellular_organisms	no-match
g10354	1044	0.386015	Mesangiospermae	match
g10355	2631	0.396427	cellular_organisms	match
g10356	1272	0.411164	cellular_organisms	match
g10357	1239	0.464891	Streptophyta	match
g10358	846	0.433806	Eukaryota	no-match
g10359	1134	0.436508	cellular_organisms	match
g1036	969	0.435501	cellular_organisms	match
g10360	750	0.456	cellular_organisms	no-match
g10361	624	0.451923	Viridiplantae	match
g10362	279	0.397849	Brassicaceae	no-match
g10363	1263	0.395883	Eukaryota	no-match
g10364	486	0.493827	cellular_organisms	match
g10365	972	0.465021	Brassicaceae	no-match
g10366	1320	0.467424	Streptophytina	no-match
g10367	510	0.460784	Brassicaceae	no-match
g10368	486	0.489712	cellular_organisms	match
g10369	717	0.426778	cellular_organisms	match
g1037	978	0.440695	cellular_organisms	match
g10370	477	0.448637	Arabidopsis_thaliana	no-match
g10371	1647	0.494839	Viridiplantae	no-match
g10372	477	0.438155	Eukaryota	no-match
g10373	1011	0.475767	Eukaryota	no-match
g10374	309	0.459547	Arabidopsis_thaliana	no-match
g10375	1173	0.490196	Eukaryota	no-match
g10376	2757	0.528473	Eukaryota	no-match
g10377	477	0.419287	cellular_organisms	match
g10378	1962	0.464322	cellular_organisms	match
g10379	1971	0.415525	Viridiplantae	match
g1038	969	0.447884	cellular_organisms	match
g10380	1635	0.420183	cellular_organisms	match
g10381	423	0.475177	Arabidopsis	match
g10382	1089	0.41506	Mesangiospermae	match
g10383	1887	0.441971	cellular_organisms	match
g10384	1962	0.444954	cellular_organisms	match
g10385	831	0.433213	cellular_organisms	match
g10386	474	0.438819	Brassicaceae	match
g10387	987	0.47923	Streptophyta	match
g10388	3489	0.449699	Pentapetalae	no-match
g10389	510	0.460784	Brassicaceae	no-match
g1039	486	0.524691	Magnoliophyta	no-match
g10390	1149	0.499565	Brassicaceae	no-match
g10391	708	0.456215	Pentapetalae	no-match
g10392	1665	0.432432	Eukaryota	no-match
g10393	990	0.447475	Camelineae	no-match
g10394	249	0.417671	Arabidopsis_thaliana	no-match
g10395	276	0.452899	Arabidopsis_thaliana	match
g10396	390	0.423077	Brassicaceae	no-match
g10397	1461	0.40178	Arabidopsis_thaliana	match
g10398	1905	0.433071	Eukaryota	match
g10399	441	0.473923	Eukaryota	match
g104	639	0.446009	Arabidopsis_thaliana	no-match
g1040	1575	0.457143	Eukaryota	match
g10400	1194	0.414573	Eukaryota	match
g10401	1032	0.457364	Eukaryota	match
g10402	294	0.414966	cellular_organisms	no-match
g10403	300	0.403333	Magnoliophyta	match
g10404	1056	0.441288	Streptophyta	match
g10405	759	0.445323	Eukaryota	match
g10406	306	0.473856	cellular_organisms	match
g10407	426	0.488263	cellular_organisms	match
g10408	576	0.557292	rosids	match
g10409	327	0.452599	Tracheophyta	match
g1041	1101	0.441417	Eukaryota	match
g10410	1161	0.417743	cellular_organisms	match
g10411	1038	0.421002	cellular_organisms	match
g10412	801	0.470662	Eukaryota	no-match
g10413	777	0.419562	Eukaryota	no-match
g10414	2820	0.425887	Eukaryota	no-match
g10415	996	0.438755	malvids	no-match
g10416	339	0.454277	Brassicaceae	no-match
g10417	2274	0.434477	Eukaryota	no-match
g10418	882	0.459184	Mesangiospermae	match
g10419	1131	0.387268	Eukaryota	no-match
g1042	1167	0.44473	Eukaryota	match
g10420	1065	0.371831	Magnoliophyta	no-match
g10421	1773	0.509306	cellular_organisms	match
g10422	1137	0.425682	Mesangiospermae	no-match
g10423	3777	0.409055	Viridiplantae	no-match
g10424	312	0.445513	Magnoliophyta	no-match
g10425	1299	0.453426	Mesangiospermae	no-match
g10426	2709	0.396456	cellular_organisms	no-match
g10427	879	0.410694	cellular_organisms	no-match
g10428	282	0.542553	Magnoliophyta	match
g10429	408	0.431373	Mesangiospermae	match
g1043	660	0.475758	cellular_organisms	match
g10430	1581	0.469956	Embryophyta	match
g10431	1347	0.42539	Streptophytina	no-match
g10432	228	0.403509	Embryophyta	no-match
g10433	1689	0.445826	cellular_organisms	no-match
g10434	300	0.506667	Arabidopsis_thaliana	no-match
g10435	1116	0.396953	cellular_organisms	match
g10436	339	0.451327	Mesangiospermae	no-match
g10437	348	0.511494	Embryophyta	match
g10438	834	0.410072	Mesangiospermae	no-match
g10439	432	0.416667	Brassicaceae	no-match
g1044	3369	0.457999	cellular_organisms	match
g10440	315	0.390476	Pentapetalae	no-match
g10441	387	0.392765	Magnoliophyta	no-match
g10442	1812	0.392936	Streptophyta	no-match
g10443	2844	0.39346	cellular_organisms	match
g10444	1446	0.432918	cellular_organisms	match
g10445	396	0.555556	Arabidopsis_thaliana	no-match
g10446	618	0.488673	Mesangiospermae	no-match
g10447	3255	0.46851	cellular_organisms	no-match
g10448	1866	0.499464	Brassicaceae	match
g10449	384	0.463542	Eukaryota	no-match
g1045	846	0.429078	Eukaryota	match
g10450	678	0.485251	cellular_organisms	match
g10451	2874	0.390049	Tracheophyta	no-match
g10452	2331	0.380523	Eukaryota	no-match
g10453	702	0.374644	Magnoliophyta	no-match
g10454	513	0.424951	Eukaryota	no-match
g10455	405	0.48642	Tracheophyta	match
g10456	1425	0.416842	Magnoliophyta	match
g10457	612	0.419935	Brassicaceae	match
g10458	2325	0.390538	Pentapetalae	no-match
g10459	2124	0.385593	Eukaryota	no-match
g1046	654	0.464832	Eukaryota	match
g10460	2220	0.386937	Eukaryota	no-match
g10461	642	0.492212	cellular_organisms	match
g10462	1182	0.42132	cellular_organisms	match
g10463	759	0.42556	Eukaryota	match
g10464	474	0.42616	Brassicaceae	no-match
g10465	1248	0.385417	Mesangiospermae	no-match
g10466	1947	0.389831	Eukaryota	no-match
g10467	1260	0.411111	Streptophyta	match
g10468	585	0.442735	Eukaryota	match
g10469	330	0.445455	Brassicaceae	no-match
g1047	495	0.511111	cellular_organisms	match
g10470	633	0.407583	Eukaryota	match
g10471	891	0.494949	Viridiplantae	match
g10472	462	0.450216	Arabidopsis_thaliana	no-match
g10473	2235	0.453691	cellular_organisms	match
g10474	618	0.444984	cellular_organisms	match
g10475	1149	0.496084	cellular_organisms	match
g10476	366	0.368852	Embryophyta	match
g10477	513	0.467836	Arabidopsis	match
g10478	315	0.488889	Arabidopsis_thaliana	no-match
g10479	621	0.383253	Camelineae	no-match
g1048	2145	0.441492	cellular_organisms	match
g10480	360	0.497222	Brassicaceae	match
g10481	366	0.418033	Mesangiospermae	match
g10482	1761	0.413401	Viridiplantae	match
g10483	1602	0.406991	Viridiplantae	match
g10484	1518	0.462451	Embryophyta	no-match
g10485	621	0.455717	Arabidopsis_thaliana	no-match
g10486	372	0.435484	Arabidopsis_thaliana	no-match
g10487	981	0.447503	cellular_organisms	no-match
g10488	1155	0.415584	Streptophyta	match
g10489	960	0.45	cellular_organisms	match
g1049	849	0.449941	cellular_organisms	match
g10490	5280	0.501515	cellular_organisms	no-match
g10491	2964	0.521592	Mesangiospermae	match
g10492	960	0.452083	cellular_organisms	match
g10493	990	0.450505	cellular_organisms	match
g10494	1215	0.402469	cellular_organisms	match
g10495	1209	0.408602	cellular_organisms	match
g10496	1215	0.404115	cellular_organisms	match
g10497	1455	0.441237	Eukaryota	match
g10498	1938	0.430857	cellular_organisms	match
g10499	2295	0.427015	Eukaryota	no-match
g105	321	0.433022	Arabidopsis_thaliana	no-match
g1050	3654	0.440066	cellular_organisms	match
g10500	1440	0.425	Magnoliophyta	no-match
g10501	963	0.436137	Mesangiospermae	no-match
g10502	2115	0.458156	Eukaryota	match
g10503	246	0.414634	Brassicaceae	match
g10504	3783	0.416072	Eukaryota	no-match
g10505	2037	0.474718	Mesangiospermae	no-match
g10506	387	0.501292	Arabidopsis_thaliana	no-match
g10507	2004	0.448104	cellular_organisms	match
g10508	591	0.49577	Eukaryota	match
g10509	468	0.49359	Tracheophyta	match
g1051	654	0.454128	cellular_organisms	match
g10510	453	0.490066	Tracheophyta	match
g10511	1761	0.46167	cellular_organisms	match
g10512	1884	0.410297	Eukaryota	match
g10513	1281	0.409055	Magnoliophyta	match
g10514	1821	0.41955	Eukaryota	no-match
g10515	2190	0.412785	Eukaryota	no-match
g10516	1059	0.436261	Magnoliophyta	match
g10517	354	0.435028	Arabidopsis_thaliana	match
g10518	564	0.448582	cellular_organisms	match
g10519	1740	0.436782	Eukaryota	match
g1052	1245	0.469076	cellular_organisms	match
g10520	1263	0.441013	Eukaryota	match
g10521	3006	0.398536	cellular_organisms	no-match
g10522	651	0.391705	Eukaryota	no-match
g10523	402	0.492537	Arabidopsis_thaliana	no-match
g10524	705	0.421277	Mesangiospermae	match
g10525	633	0.492891	Mesangiospermae	no-match
g10526	231	0.480519	Arabidopsis_thaliana	no-match
g10527	1461	0.448323	Eukaryota	no-match
g10528	1035	0.415459	Streptophyta	match
g10529	807	0.449814	Mesangiospermae	no-match
g1053	321	0.433022	Embryophyta	match
g10530	948	0.444093	Tracheophyta	match
g10531	906	0.448124	Streptophyta	match
g10532	774	0.502584	Streptophyta	match
g10533	234	0.504274	Arabidopsis	no-match
g10534	1086	0.429098	cellular_organisms	match
g10535	798	0.438596	Brassicaceae	no-match
g10536	789	0.430925	Eukaryota	no-match
g10537	336	0.392857	Streptophytina	no-match
g10538	345	0.452174	Mesangiospermae	no-match
