"qseqid"	"strata"	"MIND"	"BIND"	"DirInf"	"Maker"	"Braker"	"Araport11"
"AT1G01240.5"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01250.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01260.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01260.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01260.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01280.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01290.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01290.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01300.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01305.1"	"Brassicaceae"	1	1	1	0	1	1
"AT1G01310.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01320.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01320.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01320.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01335.1"	"Arabidopsis thaliana"	0	0	0	0	0	1
"AT1G01340.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01340.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01350.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01355.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01355.2"	"Brassicaceae"	1	1	1	1	1	1
"AT1G01355.3"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01360.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01370.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01370.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01370.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01370.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G01380.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01380.2"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01380.3"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01390.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01390.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01400.1"	"Brassicaceae"	1	1	1	1	1	1
"AT1G01410.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01420.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01420.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01430.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01440.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01450.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01453.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01453.2"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01460.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01470.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01480.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01480.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01490.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01490.2"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01490.3"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01490.4"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01500.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01510.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01520.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01520.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01520.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01520.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G01520.5"	"Eukaryota"	1	1	1	1	1	1
"AT1G01530.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01540.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01540.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01550.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01550.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01560.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01560.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01560.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01560.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01570.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01570.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01580.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01580.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01590.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01600.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01610.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01620.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01620.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01630.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01640.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01640.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01650.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01650.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01650.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01650.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G01660.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01660.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01670.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01670.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01670.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01680.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01690.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01690.2"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01690.3"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01695.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01700.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01700.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01700.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01700.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G01700.5"	"Eukaryota"	1	1	1	1	1	1
"AT1G01710.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01715.1"	"Tracheophyta"	1	1	1	1	0	1
"AT1G01715.2"	"Tracheophyta"	1	1	1	1	0	1
"AT1G01720.1"	"Eukaryota"	1	1	1	0	1	1
"AT1G01725.1"	"Tracheophyta"	1	1	1	0	0	1
"AT1G01730.1"	"Tracheophyta"	1	1	1	0	1	1
"AT1G01740.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01740.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01740.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01740.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01740.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01750.1"	"Eukaryota"	1	1	1	0	1	1
"AT1G01750.2"	"Eukaryota"	1	1	1	0	1	1
"AT1G01760.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01760.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01760.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01760.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G01770.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01780.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01790.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01790.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01800.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01800.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01810.1"	"Brassicaceae"	1	1	1	1	1	1
"AT1G01820.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01830.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01830.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01830.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01840.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G01860.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01860.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01860.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01860.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01860.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01880.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01880.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01880.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01880.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01900.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01910.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01910.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01910.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01910.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01910.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01920.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01920.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01920.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01920.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01920.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01930.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01940.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01950.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01950.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G01950.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G01950.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G01960.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01970.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G01980.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G01990.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02000.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02010.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02010.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02010.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G02010.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G02010.5"	"Eukaryota"	1	1	1	1	1	1
"AT1G02010.6"	"Eukaryota"	1	1	1	1	1	1
"AT1G02020.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02020.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02020.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02030.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02040.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02050.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02060.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02065.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02065.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02067.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G02070.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02080.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02080.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02080.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G02090.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02090.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02090.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G02100.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02100.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02100.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G02110.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02120.1"	"Eukaryota"	1	1	1	0	1	1
"AT1G02120.2"	"Eukaryota"	1	1	1	0	1	1
"AT1G02120.3"	"Eukaryota"	1	1	1	0	1	1
"AT1G02130.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02140.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02145.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02145.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02145.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G02145.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G02150.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02160.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02160.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02170.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02180.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02190.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02190.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02205.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02205.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02205.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02205.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02205.5"	"Eukaryota"	1	1	1	1	1	1
"AT1G02210.1"	"Tracheophyta"	1	0	0	1	0	1
"AT1G02220.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02230.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02250.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02260.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02260.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02270.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02270.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02280.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02280.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02290.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02300.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02305.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02310.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02310.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02320.1"	"Arabidopsis thaliana"	1	1	1	0	0	1
"AT1G02330.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02335.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02340.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02340.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02350.1"	"Arabidopsis thaliana"	1	1	1	1	0	1
"AT1G02360.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02360.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02360.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02370.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02380.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02390.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02400.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02400.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02405.1"	"Brassicaceae"	1	1	1	1	1	1
"AT1G02410.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02410.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02410.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02420.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02430.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02430.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02440.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02440.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02450.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02460.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02470.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02470.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02475.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02490.1"	"Arabidopsis thaliana"	1	0	0	1	0	1
"AT1G02500.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02500.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02510.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02520.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02520.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02520.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02530.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02530.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02540.1"	"Brassicaceae"	1	1	1	1	1	1
"AT1G02550.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02560.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02570.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02575.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02580.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02580.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02590.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02610.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02610.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02610.3"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02620.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02630.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02630.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02640.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02650.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02650.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02660.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02670.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02670.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02670.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02670.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02670.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02670.6"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02670.7"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02680.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02690.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02690.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02700.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02705.1"	"Tracheophyta"	1	1	1	1	0	1
"AT1G02710.1"	"Brassicaceae"	1	1	1	1	1	1
"AT1G02720.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02720.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02730.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02740.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02750.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02750.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02770.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02780.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02790.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02800.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02810.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02813.1"	"Eukaryota"	1	1	0	1	1	1
"AT1G02816.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02820.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02830.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02840.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02840.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02840.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02840.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02840.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02850.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02850.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02850.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02850.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02850.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02860.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02860.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02860.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G02870.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02880.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02880.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02880.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02880.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02880.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02880.6"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02890.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02890.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02900.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02910.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02910.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02920.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02930.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02930.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02940.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02940.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02940.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02940.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02950.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02950.2"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02950.3"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02950.4"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02950.5"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02960.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02960.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02960.3"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02960.4"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02960.5"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02960.6"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02965.1"	"Brassicaceae"	1	1	1	1	1	1
"AT1G02970.1"	"Cellular Organisms"	1	1	1	1	1	1
"AT1G02980.1"	"Eukaryota"	1	1	1	1	1	1
"AT1G02980.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02990.1"	"Tracheophyta"	1	1	1	1	1	1
"AT1G02990.2"	"Eukaryota"	1	1	1	1	1	1
"AT1G02990.3"	"Eukaryota"	1	1	1	1	1	1
"AT1G02990.4"	"Eukaryota"	1	1	1	1	1	1
"AT1G02990.5"	"Eukaryota"	1	1	1	1	1	1
"AT1G02990.6"	"Eukaryota"	1	1	1	1	1	1
