ID	SGD	BIND	MIND	DI	maker
BIND_orphan_mikado.XG184.1	0	1	1	1	0
BIND_orphan_mikado.XG275.1	0	1	1	1	0
BIND_orphan_mikado.XG29.1	0	1	1	1	0
BIND_orphan_mikado.XG31.1	0	1	1	1	0
BIND_orphan_mikado.XG352.1	0	1	1	1	1
BIND_orphan_mikado.XIG102.1	0	1	1	1	0
BIND_orphan_mikado.XIG105.1	0	1	1	1	1
BIND_orphan_mikado.XIG144.1	0	1	1	1	0
BIND_orphan_mikado.XIG155.1	0	1	1	1	1
BIND_orphan_mikado.XIG181.1	0	1	1	1	0
BIND_orphan_mikado.XIG191.1	0	1	1	1	0
BIND_orphan_mikado.XIG249.1	0	1	1	1	0
BIND_orphan_mikado.XIG27.1	0	1	1	1	1
BIND_orphan_mikado.XIG289.1	0	1	1	1	1
BIND_orphan_mikado.XIG32.1	0	1	1	1	1
BIND_orphan_mikado.XIG48.1	0	1	1	1	1
BIND_orphan_mikado.XIG50.1	0	1	1	1	0
BIND_orphan_mikado.XIG57.1	0	1	1	1	0
BIND_orphan_mikado.XIIG169.1	0	1	1	1	1
BIND_orphan_mikado.XIIG261.1	0	1	1	1	1
BIND_orphan_mikado.XIIG270.1	0	1	1	1	0
BIND_orphan_mikado.XIIG271.1	0	1	1	1	0
BIND_orphan_mikado.XIIG277.1	0	1	1	1	0
BIND_orphan_mikado.XIIG347.1	0	1	1	1	1
BIND_orphan_mikado.XIIG373.1	0	1	1	1	0
BIND_orphan_mikado.XIIG375.1	0	1	1	1	0
BIND_orphan_mikado.XIIG376.1	0	1	1	1	0
BIND_orphan_mikado.XIIG380.1	0	1	1	1	0
BIND_orphan_mikado.XIIG381.1	0	1	1	1	0
BIND_orphan_mikado.XIIG39.1	0	1	1	1	0
BIND_orphan_mikado.XIIG426.1	0	1	1	1	0
BIND_orphan_mikado.XIIG450.1	0	1	1	1	1
BIND_orphan_mikado.XIIG468.1	0	1	1	1	0
BIND_orphan_mikado.XIIG471.1	0	1	1	1	0
BIND_orphan_mikado.XIIG499.1	0	1	1	1	0
BIND_orphan_mikado.XIIG520.1	0	1	1	1	0
BIND_orphan_mikado.XIIG68.1	0	1	1	1	0
BIND_orphan_mikado.XIIG82.1	0	1	1	1	0
BIND_orphan_mikado.XIIG87.1	0	1	1	1	0
BIND_orphan_mikado.XIIG90.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG12.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG140.1	0	1	1	1	1
BIND_orphan_mikado.XIIIG146.1	0	1	1	1	1
BIND_orphan_mikado.XIIIG195.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG297.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG299.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG333.1	0	1	1	1	1
BIND_orphan_mikado.XIIIG388.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG388.2	0	1	1	1	1
BIND_orphan_mikado.XIIIG411.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG461.1	0	1	1	1	0
BIND_orphan_mikado.XIIIG76.1	0	1	1	1	0
BIND_orphan_mikado.XIVG129.1	0	1	1	1	0
BIND_orphan_mikado.XIVG142.1	0	1	1	1	1
BIND_orphan_mikado.XIVG184.1	0	1	1	1	1
BIND_orphan_mikado.XIVG226.1	0	1	1	1	0
BIND_orphan_mikado.XIVG274.1	0	1	1	1	0
BIND_orphan_mikado.XIVG279.1	0	1	1	1	0
BIND_orphan_mikado.XIVG331.1	0	1	1	1	1
BIND_orphan_mikado.XIVG362.1	0	1	1	1	1
BIND_orphan_mikado.XIVG366.1	0	1	1	1	0
BIND_orphan_mikado.XIVG389.1	0	1	1	1	0
BIND_orphan_mikado.XIVG63.1	0	1	1	1	0
BIND_orphan_mikado.XIVG67.1	0	1	1	1	0
BIND_orphan_mikado.XVG111.1	0	1	1	1	1
BIND_orphan_mikado.XVG171.1	0	1	1	1	0
BIND_orphan_mikado.XVG191.1	0	1	1	1	1
BIND_orphan_mikado.XVG209.1	0	1	1	1	0
BIND_orphan_mikado.XVG236.1	0	1	1	1	1
BIND_orphan_mikado.XVG265.1	0	1	1	1	0
BIND_orphan_mikado.XVG318.1	0	1	1	1	0
BIND_orphan_mikado.XVG319.1	0	1	1	1	0
BIND_orphan_mikado.XVG363.1	0	1	1	1	0
BIND_orphan_mikado.XVG381.1	0	1	1	1	0
BIND_orphan_mikado.XVG417.1	0	1	1	1	0
BIND_orphan_mikado.XVG458.1	0	1	1	1	0
BIND_orphan_mikado.XVG465.1	0	1	1	1	0
BIND_orphan_mikado.XVG466.1	0	1	1	1	1
BIND_orphan_mikado.XVG500.1	0	1	1	1	0
BIND_orphan_mikado.XVG533.1	0	1	1	1	0
BIND_orphan_mikado.XVG89.1	0	1	1	1	1
BIND_orphan_mikado.XVIG134.1	0	1	1	1	0
BIND_orphan_mikado.XVIG283.1	0	1	1	1	1
BIND_orphan_mikado.XVIG294.1	0	1	1	1	0
BIND_orphan_mikado.XVIG295.1	0	1	1	1	1
BIND_orphan_mikado.XVIG31.1	0	1	1	1	0
BIND_orphan_mikado.XVIG314.1	0	1	1	1	0
BIND_orphan_mikado.XVIG338.1	0	1	1	1	0
BIND_orphan_mikado.XVIG353.1	0	1	1	1	0
MIND_orphan_augustus_masked-XII-processed-gene-5.58-mRNA-1	0	0	1	0	1
MIND_orphan_maker-IV-exonerate_protein2genome-gene-14.361-mRNA-1	0	0	1	0	1
MIND_orphan_maker-IX-exonerate_protein2genome-gene-2.138-mRNA-1	0	0	1	0	1
MIND_orphan_maker-V-exonerate_protein2genome-gene-4.307-mRNA-1	0	0	1	0	1
MIND_orphan_maker-VII-exonerate_protein2genome-gene-5.154-mRNA-1	0	0	1	0	1
MIND_orphan_maker-VII-exonerate_protein2genome-gene-5.178-mRNA-1	0	0	1	0	1
MIND_orphan_maker-VII-exonerate_protein2genome-gene-7.126-mRNA-1	0	0	1	0	1
MIND_orphan_maker-X-augustus-gene-2.214-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XI-exonerate_protein2genome-gene-0.67-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XII-exonerate_protein2genome-gene-0.117-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XII-exonerate_protein2genome-gene-0.161-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XIII-exonerate_protein2genome-gene-5.176-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XIII-exonerate_protein2genome-gene-8.263-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XIV-exonerate_protein2genome-gene-6.262-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XV-exonerate_est2genome-gene-9.163-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XV-exonerate_protein2genome-gene-9.226-mRNA-1	0	0	1	0	1
MIND_orphan_maker-XVI-exonerate_est2genome-gene-5.59-mRNA-1	0	0	1	0	1
